0.000000000000000000e+00,7.136438041925430298e-02,1.389441918581724167e-02
1.000000000000000021e-02,7.563862949609756470e-02,1.373487617820501328e-02
2.000000000000000042e-02,8.123331516981124878e-02,1.365780830383300781e-02
2.999999999999999889e-02,8.661153912544250488e-02,1.251903362572193146e-02
4.000000000000000083e-02,9.114568680524826050e-02,1.004784833639860153e-02
5.000000000000000278e-02,9.471470117568969727e-02,1.225158479064702988e-02
5.999999999999999778e-02,9.760840237140655518e-02,7.851730100810527802e-03
7.000000000000000666e-02,1.005522236227989197e-01,3.735454520210623741e-03
8.000000000000000167e-02,1.032081618905067444e-01,-3.712295438162982464e-04
8.999999999999999667e-02,1.060986071825027466e-01,-4.202127922326326370e-03
1.000000000000000056e-01,1.089280173182487488e-01,-7.796670775860548019e-03
1.100000000000000006e-01,1.116163283586502075e-01,-1.128221582621335983e-02
1.199999999999999956e-01,1.118791103363037109e-01,-1.960660703480243683e-02
1.300000000000000044e-01,1.142265722155570984e-01,-2.274573408067226410e-02
1.400000000000000133e-01,1.168437153100967407e-01,-2.575402520596981049e-02
1.499999999999999944e-01,1.193813607096672058e-01,-2.868591621518135071e-02
1.600000000000000033e-01,1.218212395906448364e-01,-3.151839599013328552e-02
1.700000000000000122e-01,1.243454962968826294e-01,-3.407907858490943909e-02
1.799999999999999933e-01,1.265502423048019409e-01,-3.676239401102066040e-02
1.900000000000000022e-01,1.275437772274017334e-01,-4.414413496851921082e-02
2.000000000000000111e-01,1.296350210905075073e-01,-4.644997045397758484e-02
2.099999999999999922e-01,1.311992108821868896e-01,-4.868312552571296692e-02
2.200000000000000011e-01,1.328056305646896362e-01,-5.085003003478050232e-02
2.300000000000000100e-01,1.344844251871109009e-01,-5.293715000152587891e-02
2.399999999999999911e-01,1.362711638212203979e-01,-5.966854840517044067e-02
2.500000000000000000e-01,1.378642022609710693e-01,-6.148700043559074402e-02
2.600000000000000089e-01,1.392562091350555420e-01,-6.374942511320114136e-02
2.700000000000000178e-01,1.412092149257659912e-01,-6.953205913305282593e-02
2.800000000000000266e-01,1.427876204252243042e-01,-7.173687964677810669e-02
2.899999999999999800e-01,1.440975069999694824e-01,-7.489515095949172974e-02
2.999999999999999889e-01,1.469898521900177002e-01,-7.961359620094299316e-02
3.099999999999999978e-01,1.477311998605728149e-01,-8.264220505952835083e-02
3.200000000000000067e-01,1.488390564918518066e-01,-8.604276925325393677e-02
3.300000000000000155e-01,1.516034752130508423e-01,-9.010539948940277100e-02
3.400000000000000244e-01,1.526671200990676880e-01,-9.372192621231079102e-02
3.500000000000000333e-01,1.553589850664138794e-01,-9.751303493976593018e-02
3.599999999999999867e-01,1.566055268049240112e-01,-1.014577373862266541e-01
3.699999999999999956e-01,1.594026386737823486e-01,-1.052289009094238281e-01
3.800000000000000044e-01,1.607364118099212646e-01,-1.092041656374931335e-01
3.900000000000000133e-01,1.634680032730102539e-01,-1.130466014146804810e-01
4.000000000000000222e-01,1.656447947025299072e-01,-1.167669519782066345e-01
4.100000000000000311e-01,1.679509878158569336e-01,-1.208494082093238831e-01
4.199999999999999845e-01,1.708742380142211914e-01,-1.235892325639724731e-01
4.299999999999999933e-01,1.738456934690475464e-01,-1.258391588926315308e-01
4.400000000000000022e-01,1.764488518238067627e-01,-1.302890032529830933e-01
4.500000000000000111e-01,1.791015118360519409e-01,-1.346866488456726074e-01
4.600000000000000200e-01,1.822801232337951660e-01,-1.369220316410064697e-01
4.700000000000000289e-01,1.851891279220581055e-01,-1.413062661886215210e-01
4.799999999999999822e-01,1.884840875864028931e-01,-1.435441076755523682e-01
4.899999999999999911e-01,1.916247904300689697e-01,-1.479106396436691284e-01
5.000000000000000000e-01,1.949948370456695557e-01,-1.501526087522506714e-01
5.100000000000000089e-01,1.983071416616439819e-01,-1.545202881097793579e-01
5.200000000000000178e-01,2.017826884984970093e-01,-1.588295251131057739e-01
5.300000000000000266e-01,2.052763998508453369e-01,-1.631276607513427734e-01
5.400000000000000355e-01,2.087934762239456177e-01,-1.653966307640075684e-01
5.500000000000000444e-01,2.125359773635864258e-01,-1.696749180555343628e-01
5.600000000000000533e-01,2.153493911027908325e-01,-1.700890362262725830e-01
5.700000000000000622e-01,2.191690951585769653e-01,-1.742213964462280273e-01
5.799999999999999600e-01,2.229146063327789307e-01,-1.782606989145278931e-01
5.899999999999999689e-01,2.256375998258590698e-01,-1.791432350873947144e-01
5.999999999999999778e-01,2.294653207063674927e-01,-1.831342577934265137e-01
6.099999999999999867e-01,2.321846932172775269e-01,-1.839815676212310791e-01
6.199999999999999956e-01,2.348922789096832275e-01,-1.848731487989425659e-01
6.300000000000000044e-01,2.400573045015335083e-01,-1.918219476938247681e-01
6.400000000000000133e-01,2.427464574575424194e-01,-1.926348358392715454e-01
6.500000000000000222e-01,2.467474490404129028e-01,-1.964555531740188599e-01
6.600000000000000311e-01,2.494999021291732788e-01,-1.973034292459487915e-01
6.700000000000000400e-01,2.520459592342376709e-01,-1.981241255998611450e-01
6.800000000000000488e-01,2.560696005821228027e-01,-2.018516063690185547e-01
6.900000000000000577e-01,2.587628960609436035e-01,-2.027977257966995239e-01
7.000000000000000666e-01,2.628071010112762451e-01,-2.064971178770065308e-01
7.099999999999999645e-01,2.653536796569824219e-01,-2.073419094085693359e-01
7.199999999999999734e-01,2.665852010250091553e-01,-2.054660618305206299e-01
7.299999999999999822e-01,2.719737291336059570e-01,-2.118720114231109619e-01
7.399999999999999911e-01,2.731557786464691162e-01,-2.101939916610717773e-01
7.500000000000000000e-01,2.756396532058715820e-01,-2.112706005573272705e-01
7.600000000000000089e-01,2.781403064727783203e-01,-2.126131802797317505e-01
7.700000000000000178e-01,2.806289494037628174e-01,-2.138669788837432861e-01
7.800000000000000266e-01,2.815728783607482910e-01,-2.127902805805206299e-01
7.900000000000000355e-01,2.840445041656494141e-01,-2.142827063798904419e-01
8.000000000000000444e-01,2.834675312042236328e-01,-2.110008448362350464e-01
8.100000000000000533e-01,2.874151170253753662e-01,-2.150226086378097534e-01
8.200000000000000622e-01,2.866801917552947998e-01,-2.120589464902877808e-01
8.300000000000000711e-01,2.797316014766693115e-01,-2.060907930135726929e-01
8.399999999999999689e-01,2.834890782833099365e-01,-2.102730274200439453e-01
8.499999999999999778e-01,2.787900865077972412e-01,-2.069713920354843140e-01
8.599999999999999867e-01,2.710292339324951172e-01,-2.012575119733810425e-01
8.699999999999999956e-01,2.651546895503997803e-01,-1.980535537004470825e-01
8.800000000000000044e-01,2.589057385921478271e-01,-1.950433999300003052e-01
8.900000000000000133e-01,2.481778115034103394e-01,-1.913692206144332886e-01
9.000000000000000222e-01,2.286550253629684448e-01,-1.837220638990402222e-01
